comment,date
我是韭黄我唱高到50就够了不敢想上万亿得意,2022/6/13
得劲干走百分之二不看好抓紧,2022/6/13
众生药业SZ002317估计赚不到这个钱,2022/6/13
今天会跌停吗,2022/6/13
在研新冠特效药除了RAY1216处于临床I期贵司还有RAY004也是抗新冠流,2022/6/13
众生药业SZ002317欢迎主力进场,2022/6/13
50100,2022/6/13
故事告诉你们 韭菜还是韭菜,2022/6/13
众生药业SZ002317快抢筹码,2022/6/13
题材票可惜成了散户集中营10元见吧搞不懂为什么天天都有很多小资金买入股价,2022/6/13
众生药业SZ002317一泻千里,2022/6/13
今天13字头,2022/6/13
众生药业SZ0023171470入了5000股打个底尾盘在看现在,2022/6/13
唱多的没M哦,2022/6/13
众生一旦研制成功新冠特效口服药股价以美元计算股价15美元不算高,2022/6/13
众生百元股,2022/6/13
题材的票可惜成了散户集中营10元见吧搞不懂为什么天天都有很多小资金买入股,2022/6/13
走吧走吧,2022/6/13
多好题材的票可惜成了散户集中营了10元见吧搞不懂为什么天天都有很多小资金买,2022/6/13
目前南方流感很严重公司有计划推进ZSP1273颗粒二期临床入组吗,2022/6/13
不拉了每次都有枸给我砸下来,2022/6/13
哎就是起不来失望,2022/6/13
一起喊五十五十嘿嘿,2022/6/13
搞不懂为什么天天都有很多小资金买入股价低吗还是画的饼大吗,2022/6/13
众生药业SZ002317主力做多意愿强烈加油冲起来吧,2022/6/13
垃圾失望攒够了,2022/6/13
还是老套路垃圾,2022/6/13
众生药业SZ002317只要有人敢进就要活埋你为什么,2022/6/13
绿咯哈哈,2022/6/13
众生药业SZ002317甲流感大排查众生冲啊大涨冲顶停,2022/6/13
悲哀你还有功夫发言,2022/6/13
众生药业SZ002317甲流感大流行排查,2022/6/13
化妆品用原料烟酰胺单核苷酸NMN行业首个标准公布,2022/6/13
典型的,2022/6/13
众生药业SZ002317流来了,2022/6/13
众生药业SZ002317折腾啥马上要公告了买了等急啥呢,2022/6/13
什么时候追上中盐化工SH600328我就再兑换回去哭,2022/6/13
众生药业SZ002317甲流感流行,2022/6/13
1111,2022/6/13
明天等跌吧,2022/6/13
众生药业融资净偿还5129万元融资余额52亿元0610,2022/6/13
众生药业SZ002317主力流散户抛吃瓜,2022/6/13
急跌慢拉要干嘛,2022/6/13
今日低吸众生,2022/6/13
众生药业SZ002317空空已空空得意,2022/6/13
众生药业SZ002317趁着消息朦胧期或者空窗期也许还能涨涨下个月消,2022/6/13
众生药业SZ002317大哥周一砸下来接我吧今天都怪我老公不让我上,2022/6/12
长新冠概念将上风口,2022/6/13
董秘喝醉了,2022/6/12
众生药业SZ002317众生韭菜们的意是所有股吧最牛逼克拉斯的,2022/6/12
610复盘,2022/6/12
终于出来结果了,2022/6/12
今晚利空消息有点多希望没有你的持仓个股一利好公告1新华制药真实生物治疗抗新,2022/6/12
众生药业SZ002317主力资金进场马上起飞一字板拉起走,2022/6/12
犹抱琵琶半遮面,2022/6/12
众生药业SZ002317看看吧都看看,2022/6/12
研报来啦哈哈哈,2022/6/12
众生药业SZ002317建议一起举报这个庄一边大放利好消息一边配合抛,2022/6/12
来个研报,2022/6/12
众生药业本周融资净偿还4936万元居中药板块第十七,2022/6/12
众生药业本周深股通持股量环比增加14周内增仓幅度居中药板块第八,2022/6/12
除了新冠甲流进入传播季节,2022/6/12
典型的机构控盘拉一把洗三回所以机构多的一拉就卖下来再买,2022/6/12
在135一155之间横盘10个交易日以上你能一天作差一点就行,2022/6/12
长寿药重磅消息行业首个标准曝光填补国内空白NMN利好频频年内三家公司获准202,2022/6/12
健民集团SH600976华润三九SZ000999众生药业SZ,2022/6/11
周一感谢酒吧,2022/6/11
众生药业SZ002317众生药业的庄是最的害人不浅谁买谁上当,2022/6/11
明天长寿药么,2022/6/11
周末应该出公告了,2022/6/11
唐山牛,2022/6/11
众生药业SZ002317以岭药业SZ002603今天11日下,2022/6/11
众生药业SZ002317对特效药的需求越来越弱了,2022/6/11
近日起飞扶好坐稳,2022/6/11
众生药业SZ002317人气为什么长这么快,2022/6/11
众生药业SZ002317新冠药一期用时最长确认安全性进度参考2021,2022/6/11
众生药业目前 公司正全力推进RAY1216和ZSP1273临床研究,2022/6/11
众生药业SZ002317董秘一出又是来骗跑了现在一看董秘发公告就怕,2022/6/11
众生药业SZ002317一只长年跑不赢大盘的股哪来这么多散户,2022/6/11
各种临床什么2期3期就是没一个研发成功的所以股价才没人炒使劲跌估计都是拿,2022/6/11
众生药业融资净偿还198492万元融资余额521亿元0602,2022/6/11
别骗了 缺德,2022/6/11
明日有希望涨停,2022/6/11
大家有没有觉得经过半个月的磨练现在众升盘中涨点都感觉害怕不习惯跌个二三点反而感,2022/6/11
众生药业SZ002317周末又到了跟奥特一族一起星际旅行吧,2022/6/11
66复盘,2022/6/11
获利巨大的往往都是那些无视股价波动长线持股的人在此请允许我说一件事在华尔街,2022/6/11
众生药业SZ002317其实今天感觉稍微强势一点甚至觉得跌两个点算少的,2022/6/11
众生药业SZ002317收评立帖为证今天涨多少周一砸多少哈欠今天跟,2022/6/10
众生药业SZ002317挣一把龙头吧,2022/6/10
众生药业张玉冲累计质押股数为2596万股,2022/6/10
临床研究通常需要多长时间,2022/6/10
众生药业SZ002317药物临床研究没那么快出结果的以为跟做动物试验一,2022/6/10
众生药业SZ002317企业标识释义众生药业的标识是将众生两个字嵌,2022/6/10
拿 好,2022/6/10
众生药业SZ002317今天主力进了7000万弱弱问一句这应该是在吸,2022/6/10
众生药业SZ002317周一点要低开千万不要高开或者平开拜托主力了,2022/6/10
众生药业SZ002317有个屁用都是来套韭菜的此苟庄坏掉了,2022/6/10
跟中盐一个价的时候兑换的现在中盐24众生14哭死了,2022/6/10
众生药业SZ002317周一带趐膀别问我为什么,2022/6/10
众生药业SZ002317今天是外资买的外资为什么买不还就是加息缩表的时候,2022/6/10
多亏抛了干干净净知道你这料发个消息就冲高套人,2022/6/10
这票我看十五以上有点难了还有人喊二十可咋想的啊,2022/6/10
众生药业SZ002317175的本下周希望能回来,2022/6/10
众生药业SZ002317主力用六千万拉升诱多出了一个亿的货,2022/6/10
庄他爷爷我午评说下午还会拉收盘1487左右明天走势在心中如下,2022/6/10
众生药业SZ002317这个庄有毒我进一次输一次十块以上建议散户不要,2022/6/10
这个股票明天可以买点吧明天旗开得胜,2022/6/10
看不懂为啥连续跌是有什么大雷吗我19一直在坚持特效药到是现在我感觉特效药,2022/6/10
众生股价大跌是对散户的奉献别不识抬举,2022/6/10
庄他爷爷我昨天是怎么说的快來复习一下如下,2022/6/10
众生药业SZ002317吃相难看,2022/6/10
发行价不到哎,2022/6/10
好怕呀百分之百看多好吓人,2022/6/10
大家关注一下科瑞技术今天换手板涨停会成为下一个大牛股天风证券研报给予科瑞技术002957SZ最新价1738元买,2022/6/10
这楚生星期一又低开低走了,2022/6/10
众生药业SZ002317这次会突破20元吗有看法的提供一下观点虚心请,2022/6/10
众生药业SZ002317太垃圾了吧困顿,2022/6/10
今天发了好多套套出去,2022/6/10
上方委托了7万手筹码多方不拿吗,2022/6/10
众生药业SZ002317这东西对什么公告利好已经有免疫力,2022/6/10
众生药业SZ002317砸不动了趁他病要它命我买买买死磕,2022/6/10
今天奇怪大盘压制不涨资讯频繁发,2022/6/10
众生药业SZ0023176千多手抛单吓人吸货险恶可恶,2022/6/10
众生药业SZ002317尾盘拉升来个涨停板上涨赞,2022/6/10
15元处挂6千手是在吓虎你卖的今天收盘1499元,2022/6/10
众生药业SZ002317这个庄股只能跟着庄大家一起砸砸停再买做T,2022/6/10
还有人幻想涨停可真逗涨停了我叫你爷爷,2022/6/10
月线翻红1542摆在那今天涨停不现实这个位置还得忽悠几天,2022/6/10
这么明显拉高出货还幻想涨停拉一下又慢慢出货,2022/6/10
众生药业SZ002317资金净流入5000多万了我看你压到啥时候,2022/6/10
众生药业SZ002317起来了尾盘买入,2022/6/10
要来个板甚至只要能拉升后稳住那可真难啊每每都是虎头蛇尾,2022/6/10
15上方已经又出了昨天前天买的,2022/6/10
涨多少跌多少你M你累不累,2022/6/10
7个点进的有没有,2022/6/10
众生药业SZ002317急拉缓跌标准的主力出货,2022/6/10
众生啊对你越来越失望了题材这么多没一个能单打的董事会是不是都舍不得出研发费,2022/6/10
没戏去浙商证券,2022/6/10
猪,2022/6/10
外盘这么大还不涨指数噌噌长这股票有问题,2022/6/10
又减了一部分,2022/6/10
马的,2022/6/10
众生药业SZ002317砸他兄弟们砸他,2022/6/10
洗去一些是必须的,2022/6/10
众生药业SZ002317有没有敢死队我们一起冲涨停啊加油加油,2022/6/10
你的大哥比亚迪都快涨停了一点情怀都没有,2022/6/10
众生药业SZ002317点把火到1545元,2022/6/10
站到十五以上就是这么难,2022/6/10
这就是我天天骂你的原因该涨不涨该涨停不涨停恶心,2022/6/10
今天洗了多少散户出去,2022/6/10
众生药业SZ002317大盘起你就落不能共存吗,2022/6/10
今天跑了不少啊,2022/6/10
又歇了干杯,2022/6/10
今天要还能破十五我叫你爷爷,2022/6/10
众生药业SZ002317何时长到16块何时卖,2022/6/10
众生药业SZ002317钓鱼线跑码,2022/6/10
朋友们加油坚决洗掉深股通,2022/6/10
钟老去广州了,2022/6/10
同花顺金融研究中心6月9日讯有投资者向众生药业提问公司在江西省开启了多少个1,2022/6/10
众生药业SZ002317早上割了肉你就长涨起来,2022/6/10
天天死于炒底,2022/6/10
众生药业SZ002317涨到16回本17卖,2022/6/10
众生药业SZ002317全球都需要你全球离不开你你就是大哥众生大哥,2022/6/10
众生药业SZ002317万手哥加油再顶一波啊,2022/6/10
众生是在压盘吸货在本股和大盘双重利好下它我行我素无情打压目的让散户慌张失落而,2022/6/10
众生药业SZ002317谁卖谁割,2022/6/10
众生药业SZ002317躺着看盘贴图为乐,2022/6/10
众生药业SZ002317坚决不卖应该涨停了,2022/6/10
自己把自己T飞哭,2022/6/10
众生药业SZ002317不卖等涨停,2022/6/10
众生药业SZ002317这种股早该连板,2022/6/10
这要涨停了那可就牛逼了,2022/6/10
众生药业SZ002317今天感觉还可以,2022/6/10
众生药业SZ002317加加1万手冲冲冲,2022/6/10
深股通有没有踏空,2022/6/10
众生药业SZ002317T狗出局,2022/6/10
新冠药物以及新冠后遗症肺纤维化康复药物龙头中国的也是世界的赞,2022/6/10
我已经入场剩下的交给你们,2022/6/10
真龙出水赞,2022/6/10
众生药业SZ002317要涨停今天,2022/6/10
众生药业SZ002317再来个万手哥可以封起,2022/6/10
众生药业SZ002317突破十日线俺就放心了,2022/6/10
上证报中国证券网讯6月10日上午10时第十四届中国生物产业大会高层论坛在广州国,2022/6/10
众生药业SZ002317加大量冲起来,2022/6/10
后市翻倍,2022/6/10
众生药业SZ002317涨了三个点出来的托比涨停的时候还要多,2022/6/10
今天进入的全部套牢下周一破灭14元势不可挡坚决清仓,2022/6/10
众生药业SZ002317奥特宇宙警备传来电讯下午走高洗瓦特静等,2022/6/10
众生药业SZ002317下午两点半准时张婷,2022/6/10
众生药业SZ002317下午又要绿要套一批人剩下100股都扔了你个,2022/6/10
众生药业SZ002317现在场内资金开始进行高低切换了退出涨幅高的股,2022/6/10
众生药业SZ002317快讯中药板块走强经典名方有望加快上市财联社,2022/6/10
众生药业SZ002317空头们继续唱空啊昨天卖了今天又要追回来吧下午,2022/6/10
完了这货红一天绿三天的大笑大笑大笑,2022/6/10
明显在出货今天要不是大盘好早就跌绿了垃圾桶,2022/6/10
兄弟和你二选一选了你个腊鸡,2022/6/10
众生药业SZ002317上午冲高回落洗盘下午来个涨停板上涨,2022/6/10
众生药业SZ002317板块全红这斯还这比样,2022/6/10
众生药业SZ002317我的钱全部压在你这斯上面了你还不涨,2022/6/10
大盘这么好你又装死,2022/6/10
众生药业SZ002317长寿药板块大涨你还在装死,2022/6/10
众生药业SZ002317这个股机构控盘散户不大好赚钱不上均线之上不入,2022/6/10
大盘赶紧下跌,2022/6/10
众生药业SZ002317该向上突破了,2022/6/10
众生医药虽然是小市值药企却能够在治疗新冠的赛道上以巨大投入和无畏勇气敢于和国,2022/6/10
不管大盘涨或跌众升都是绿色改名绿生药业得了,2022/6/10
众生药业SZ002317动一动啊,2022/6/10
今天怎么不动了大盘上涨众生怎么压盘呢,2022/6/10
10点20过了买盘变弱可以砸盘了,2022/6/10
今天的高点151已经确立了,2022/6/10
众生药业SZ002317一如既往每天重复同样的操作,2022/6/10
还有人幻想十五吗,2022/6/10
这是第三批资金进场打压拿好票看它表演,2022/6/10
众生药业06月08日被深股通减持5772万股,2022/6/10
众生药业SZ002317涨停板涨停板,2022/6/10
众生药业SZ002317我总感觉众生药业在行业中股价严重偏低,2022/6/10
周末有可能出报告,2022/6/10
众生药业6月10日盘中涨幅达5,2022/6/10
会不会存在这种可能公司可能要爆雷解除质押是后面大跌而不会强平而这质押出来的,2022/6/10
众生药业SZ002317普渡众生好股有个性,2022/6/10
众生药业SZ002317今日不会跌到绿怕的话做T吧,2022/6/10
众生药业SZ002317敢死队只打特效药股外地热门所以众生还得涨,2022/6/10
NMN发彪了呲牙,2022/6/10
众生药业SZ002317送你8个大字涨如便秘跌如拉稀,2022/6/10
1506全卖了,2022/6/10
众生药业SZ002317炒股是一种修行不要在乎一时的得失我都快给他悟,2022/6/10
众生药业SZ002317可以没事做一做T吃瓜,2022/6/10
下午再看吧上午买太早了,2022/6/10
众生药业SZ002317又抛掉了等着接回吧,2022/6/10
众生药业SZ002317哈哈哈开始套人了,2022/6/10
众生药业SZ002317拉高震荡出货,2022/6/10
进就是了下午就出利好,2022/6/10
拉高诱多我去,2022/6/10
垃圾就是垃圾,2022/6/10
众生药业6月10日快速上涨,2022/6/10
是不是快公布1216临床一期的结果了,2022/6/10
韭菜都在卖笑了,2022/6/10
看来十五就是今日最高点了,2022/6/10
我一见好消息就抛了哈哈庄就爱玩这套那天见坏消息再买回来,2022/6/10
众生药业SZ002317见好就收绝对没错切莫把贪写成贫,2022/6/10
众生药业SZ002317中医药龙头众生药业涨停涨停不涨停不能解我心头之,2022/6/10
快跑又套人诱多,2022/6/10
众生药业SZ00231719元的还有有哭哭,2022/6/10
我是托坚持持有拉涨停我也不卖,2022/6/10
谢谢啦今天好开心,2022/6/10
众生药业SZ002317今天高开我就走大笑,2022/6/10
流感药太多了浪费钱及时间精力做出来也没品牌知名度有毛用还是加快新冠药才是正,2022/6/10
众生药业SZ002317速度封上吧众生,2022/6/10
众生药业SZ0023171484清仓走人留下的发财,2022/6/10
今日泡面一碗放心吧肉是不可能,2022/6/10
众生药业融资净偿还396万元融资余额52亿元0609,2022/6/10
长寿药风口来了,2022/6/10
深圳通减持好事情,2022/6/10
哈哈就是玩,2022/6/10
这边疫情又爆发,2022/6/10
众生药业SZ002317众生药业涨停该股为长寿药NMN创新药化学原,2022/6/10
丢人,2022/6/10
众生药业SZ002317好多人都在等主力砸到12元进半仓等了好久了,2022/6/10
本可以创新高云淡风轻偏偏回调做双头这股庄家格局太小不跟,2022/6/10
信不信由你具备超级牛魔王潜质年内跨越百元不是梦,2022/6/10
众生药业确实有点怪,2022/6/9
有啥用没还是利好套现吗想一下,2022/6/9
众生药业SZ002317这人气涨的我都怕踏空了捂脸捂脸捂脸,2022/6/9
毫无悬念明低开低走砸向半年线最好竞价就跑,2022/6/10
目前知道在江西南昌九江上饶等正在试验有谁知道众生1273的79个试验中心的,2022/6/10
公司在江西省开启了多少个1273临床中心江西目前甲流流行处于什么水平谢谢,2022/6/9
众生药业SZ002317以后少言少语吧这个修罗场就是给少数有逻辑有认知,2022/6/9
众生药业SZ002317请问贵公司一个优秀的公司是如何看待市值和管理公司,2022/6/9
谁进套谁需要吃长寿药延年益寿解套利好吃瓜吃瓜吃瓜,2022/6/9
众生药业SZ002317我都不在了垃圾结果今天出现长寿药概念,2022/6/9
要涨早在十九的时候涨了现在大资金的看不上这个票观察了一年这票真的没什么意思,2022/6/9
好一个敢于创新敢于与外国药企巨头在治疗新冠药赛道上比拼的企业一个利益众生的企,2022/6/9
众生药业SZ002317不破1411就拿着会反弹的,2022/6/9
众生药业SZ002317神仙分析一下明天能涨点吗,2022/6/9
众生药业SZ002317明天能红吗在也不回来了,2022/6/9
有才,2022/6/9
众生药业SZ002317天天吹牛天天骗炮,2022/6/9
这半年让众生给搞懵了1273好于原流感药的1000倍1216会不会治疗新冠药,2022/6/9
众生药业SZ002317明天一字板涨大家顶起别问我为什么问我也不知道,2022/6/9
大盘涨你跌大盘跌你还是跌NM你到底想干吗让我做你的主师爷吗,2022/6/9
众生药业SZ002317请问贵庚也回答下吧,2022/6/9
请问1216的一期临床最长需要多长时间,2022/6/9
175入的拿不住了,2022/6/9
众生药业SZ002317厉害了我的天5个点,2022/6/9
目前海南甲流数据是多少有无考虑在海南设ZSP1273临床中心望1273早日上,2022/6/9
完了懂秘又出来了明天凉凉,2022/6/9
众生药业SZ002317明天就能到13块了太高兴了可以建仓了干干干,2022/6/9
作为同时拥有自主知识产权的新冠特效药RAY1216以及新冠后遗症肺纤维化用药ZS,2022/6/9
夏季流感H3N2来袭公司79家临床中心全部开启了吗ZSP1273有没有希望迅,2022/6/9
甲流H3N2病毒在南方地区普遍流行公司临床中心目前重启了多少家,2022/6/9
ZSP1603是国内同靶点第一个获批临床用于治疗特发性肺纤维化的小分子创新药物,2022/6/9
自从买了众生我才深深体会到了什么叫做众生皆苦我觉得我悟了佛云我入地狱谁,2022/6/9
众生药业SZ002317跌跌一跌跌造孽啊大哭大哭,2022/6/9
众生药业SZ0023171421买入成交一一8成多仓了,2022/6/9
明天涨停楼下红包一人200,2022/6/9
众生药业SZ002317买众生药业是买1273国内首创全球唯一1,2022/6/9
一看就是出货的走势一会跌或横盘了涨的可能性太小了哎一万个后悔瞎折腾买这烂股,2022/6/9
众生药业SZ002317亲人们17的本还在吗亲人吗,2022/6/9
众生药业SZ002317持股快一个月了就一个字跑我在中海油吃了20,2022/6/9
众生里都是韭菜,2022/6/9
定格今天一年后140,2022/6/9
众生药业SZ002317亲人们明天是不是跌到13,2022/6/9
舒泰神211周线和这货竟然一致,2022/6/9
1428锁就锁你慢慢表演吧,2022/6/9
隔了这个太痛苦了,2022/6/9
众生药业SZ002317我只想骂人,2022/6/9
今天开始大家不要发哀怨贴了让股吧里面安静点做到无声胜有声抱拳,2022/6/9
众生药业SZ002317如果如果如果大盘指数回调一百点这货分分钟钟,2022/6/9
众生药业SZ002317又被骗进来了,2022/6/9
众生药业SZ002317抄底买入坐等火箭发射,2022/6/9
一句话佩服,2022/6/9
跌几天明天可以涨点,2022/6/9
笑得肚子疼啊刚有人说他满仓了后边就有人不高兴了说人家是托还有一个说你满仓,2022/6/9
众生药业SZ002317特么的这是怎么了众生皆醒我独醉奥特一族已废,2022/6/9
每天开盘诱一下多收盘前诱下空这戏还得演一段日子,2022/6/9
君正集团SH601216TTT,2022/6/9
我已经满仓,2022/6/9
众生药业SZ002317年底前必跌回个位数立帖为证,2022/6/9
九安医疗SZ002432TTT神,2022/6/9
大盘起来了你又装死了,2022/6/9
众生药业SZ002317向大理药业学习学习吧,2022/6/9
众生药业SZ002317药里面好多股没事就发射一下你啥时候也射一个,2022/6/9
跌吧,2022/6/9
众生药业06月07日被深股通减持3912万股,2022/6/9
众生药业SZ002317你不长人家涨看你长不长涨停涨起来,2022/6/9
众生药业SZ0023171435买的不知道咋办了,2022/6/9
众生药业06月02日获深股通增持5794万股,2022/6/9
什么玩意儿,2022/6/9
众生垃圾,2022/6/9
砸死这个 坑爹,2022/6/9
众生药业SZ002317不到17不卖飞涨冲顶吧医药是人生救命稻草,2022/6/9
众生药业SZ0023176月15号在买缩表那天买爽得很,2022/6/9
众生药业SZ002317估计需要12周的交易日才能拉,2022/6/9
众生药业SZ002317为什么不继续猛砸我要加仓,2022/6/9
众生皆苦唯有自渡有钱的加仓没线的平躺熬过这几天就好了,2022/6/9
众生药业SZ002317我真的好可怜,2022/6/9
众生药业SZ002317众神归位搞起,2022/6/9
今天没成交量好事说明庄家在偷偷吸货了,2022/6/9
这个位置是卖的时候吗弄反了吧自己吓唬自己,2022/6/9
众生药业SZ002317利好马上公告已解除质押有一千万个理由要涨,2022/6/9
众生药业SZ002317已满仓封盘静等公告zsp12731216成功,2022/6/9
众生药业SZ002317当时113号舒泰神新冠疫苗一期完成试药和现在的,2022/6/9
按形态和技术面看今日应该有一个长阳,2022/6/9
众生药业SZ002317这个票让人体会到一入股市深似海,2022/6/9
嗯,2022/6/9
众生药业SZ002317这股不跌到12就唱多不是坏就是蠢,2022/6/9
砸他  这个渣男,2022/6/9
众生药业SZ002317这斯太坏各位亲告诉我一句17的本还能回本吗,2022/6/9
众生药业SZ002317使劲砸吧给更多散户抄底机会来吧哈哈,2022/6/9
众生药业SZ002317这股把主力都洗出去就剩散户这股就彻底完了想,2022/6/9
众生药业SZ002317坐稳扶好,2022/6/9
冰水煮青蛙急死人,2022/6/9
最好不要碰,2022/6/9
拖单真恶心要买直接买托你嘛,2022/6/9
你要是红了我全网直播,2022/6/9
怎么就这么废物,2022/6/9
众生药业SZ002317这斯没有救了,2022/6/9
刚五毛八卖就想T它二根毛求你下来呀,2022/6/9
众生药业SZ002317今天准备做个T1411挂单买1488挂单,2022/6/9
众生药业SZ002317要出结果吗,2022/6/9
刘昌松和道倾城叫我看空众生 还叫我做空众生 不知道怎么办好,2022/6/9
众生药业SZ002317新华制药又红了众生冲啊,2022/6/9
众生药业SZ002317等他跌倒10块再进安全我搞新能源股把亏损搞回来,2022/6/9
众升是什么东西众升到底有什么好东西我来告诉你众升本就不是个东西,2022/6/9
特一药业涨的那么好你M还跌,2022/6/9
众生药业SZ002317一成仓已进吃瓜,2022/6/9
众生药业SZ0023172371美国那边马上有消息来啦坏笑,2022/6/9
众生药业SZ002317第28天的报到滴汗,2022/6/9
众生药业SZ002317苟庄这样来回倒腾赚钱吗,2022/6/9
这公司有毒,2022/6/9
晕晕晕,2022/6/9
北上资金在众生药业里是短线王,2022/6/9
众生药业SZ002317黑色星期4,2022/6/9
众生药业SZ002317医药股兴旺救世人,2022/6/9
众生药业SZ002317妈刚刚大跌现在又是解除大股东质押还要不要,2022/6/9
刚刚割了的报个名我统计下等会好众升,2022/6/9
很多人根本就看不懂002317的操盘手法那就别老瞎比比最简单的办法就是看好你,2022/6/9
又不知多少受害者被套住,2022/6/9
看来又是完蛋的一天,2022/6/9
众生药业SZ002317到底是什么东西,2022/6/9
众生药业SZ002317这个垃圾股太恶心搞的主力都不敢来玩了我去,2022/6/9
众生药业SZ002317公司应该改名叫药业,2022/6/9
众生药业SZ002317现在的周线走势和舒泰神2月11号周线几乎同步,2022/6/9
最虔诚的多头也来了,2022/6/9
众生药业SZ002317大盘即将大调整不知道要坑杀多少韭菜了哎可怜,2022/6/9
蓝瘦,2022/6/9
众生药业SZ002317中药现在成了垃圾堆臭不可闻,2022/6/9
众生药业SZ002317医药救世人世人不离医,2022/6/9
众生药业SZ002317我前天应该走的后悔死我了,2022/6/9
能救一个是一个 跑吧,2022/6/9
小主力又融资又融券天天大幅振荡T,2022/6/9
众生药业SZ002317不破五日线持有再破就要走了,2022/6/9
群里人太坏了听你们话割了今天涨了,2022/6/9
众生的几种国家一类新药只要有哪一种成功将是普渡众生,2022/6/9
众生药业SZ002317谁敢说医药不好离开医药苦医药要威武冲冲冲天,2022/6/9
众生药业SZ002317医药人生福涨停板是应,2022/6/9
众生药业SZ002317中国医药大威武冲冲冲,2022/6/9
众生药业SZ002317今天涨停板,2022/6/9
众生药业SZ002317没有医药国人不国冲冲冲,2022/6/9
众生药业SZ002317世界救考难医药先行冲冲冲,2022/6/9
能来一个点吗,2022/6/9
众生药业SZ002317医药股万岁解千难涨停板,2022/6/9
涨到二十,2022/6/9
众生药业融资净买入22217万元融资余额521亿元0608,2022/6/9
试飞阶段莫慌附牛股,2022/6/9
猴痘可以启动了,2022/6/9
众生药业SZ002317苟东西前期跌跌不休现在又是大股东解除质押还,2022/6/9
mb的真垃圾,2022/6/9
众生药业SZ002317国外新冠又大规模爆发今天医药股又要起动了,2022/6/9
罗欣制药赚的几十个点在这货上差不多亏完了哭哭哭,2022/6/9
一阳改三观,2022/6/9
也用不着每天跌3个点吧大盘现在这么好,2022/6/9
众生药业SZ002317今日大涨,2022/6/9
众生药业SZ002317虽然昨天走了反弹不是反转吃瓜,2022/6/9
众生药业SZ002317哪个众生员工说二期三期同时在临床的,2022/6/9
众生药业SZ002317感觉125会跌穿,2022/6/9
众生药业SZ002317黑色周四北向今天砸盘众生可以泯灭人性了,2022/6/9
众生清热祛湿颗粒,2022/6/9
众生药业SZ002317解除质押不是好事吗我理解的就是他把他的股票抵押,2022/6/9
众生药业SZ002317研发不等于利好研发成功等于利好不看空也不看多该跌,2022/6/9
未来3天大概率冲高回落,2022/6/9
众生药业SZ002317我想问问庄这么好的基本面你们不拉升还砸盘咋想的,2022/6/9
众生药业SZ002317大家注意了好多陌生唱多ID又出来了鸡狗又要让,2022/6/8
众生药业SZ002317成长可期坚持持有,2022/6/8
酒后突发奇想1216是不是在1273基础上的改良如果是1273已经三期,2022/6/8
敢全球多国家临床证明药效肯定可以国内肯定第一期有很好结果第一期一般临床几个,2022/6/8
利好后期一定涨希望进度能快点捂脸,2022/6/8
众生药业SZ002317这个股跌起来真要命三个点以上的跌幅跟玩似的,2022/6/8
水井坊赚的不够这垃圾亏,2022/6/8
众生药业SZ002317别自己吓自己兄弟们越是恐惧的时候越适合买带血的筹,2022/6/8
现在大盘天天上涨众生一路寻低最令人不安的是大盘若回调个2oo点众生会到哪,2022/6/8
下跌发利好没用,2022/6/8
这个票是真TM垃圾,2022/6/8
众生药业SZ002317众生药业六个创新药加两个改进药临床中等待上市这,2022/6/8
压,2022/6/8
众生药业SZ002317跌到10元可以进大盘马上调整拭目以待,2022/6/8
难道解押了新药快上市了滴汗,2022/6/8
众生药业SZ002317一期临床要多久请问,2022/6/8
众生药业SZ002317消息不露一枝花信息一露豆腐渣,2022/6/8
众生药业SZ002317说一点自己的对新冠药看法奥的感染者大部分都是无,2022/6/8
最近都休息吧,2022/6/8
众生药业SZ002317真是烂到家了板块中没有比你更不要脸的垃圾了,2022/6/8
众生药业SZ002317就不能一步到位吗跌到8块,2022/6/8
股权要是有变化也好啊来点野蛮人国家队,2022/6/8
哈哈利好明天跌停见吧,2022/6/8
猪在操盘,2022/6/8
此股主力已全部出逃,2022/6/8
众生药业SZ002317解除质押跌,2022/6/8
众生药业SZ002317有毒的垃圾股马德无德,2022/6/8
下跌的时候让你买的肯定都是好人绝对的大好人抄底,2022/6/8
众生药业SZ002317天天阴跌不能直接跌停吗好做t,2022/6/8
众生药业SZ002317扛不住了兄弟们,2022/6/8
众生药业SZ002317不管是利空还是利好结果都差不多,2022/6/8
从高位不停的做T现在到了1535的成本价了,2022/6/8
短期起不来的做好几年的准备吧受不了就走吧100亿的盘子60天跑了15亿多,2022/6/8
删除自选这股庄控盘太死,2022/6/8
众生药业SZ002317一期结果还不出可能,2022/6/8
众生皆苦名不虚传,2022/6/8
每次都是北上资金做T玩得顺风顺水每当出利好就是与机构合作跑路散户闻利好接盘,2022/6/8
众生药业SZ002317吧里全是发长贴看多的好多专业写手摊手,2022/6/8
众生药业SZ002317明天要开始涨了,2022/6/8
众生药业SZ002317众生是真的有毒大盘小涨众生小跌大盘大跌众,2022/6/8
再跌1毛就回成本线了好像格局错了应该冲高就获利了解,2022/6/8
众生药业SZ002317这票只要你敢追他敢套屡试不爽让我看看,2022/6/8
拿稳了乀一会我直线拉五个点,2022/6/8
众生药业SZ002317中成药化学药需求旺仔医药行业景气高涨一段时期,2022/6/8
众生药业SZ002317众生狗庄死,2022/6/8
特别喜欢大跌因为可以抄底买的更便宜,2022/6/8
众生药业SZ002317我觉得这公司实际控制人改变才是真的利好,2022/6/8
